"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23","2021","01","23","","-7.3","","-20.7","","-14.0","","32.0","","0.0","","","","","","0.6","","16","","2","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24","2021","01","24","","-15.6","","-21.2","","-18.4","","36.4","","0.0","","","","","","0.2","","17","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25","2021","01","25","","-16.9","","-21.1","","-19.0","","37.0","","0.0","","","","","","0.0","","16","","15","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-26","2021","01","26","","-15.8","","-20.1","","-17.9","","35.9","","0.0","","","","","","0.2","","16","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-27","2021","01","27","","-15.1","","-17.0","","-16.0","","34.0","","0.0","","","","","","2.1","","18","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-28","2021","01","28","","-13.0","","-23.9","","-18.4","","36.4","","0.0","","","","","","0.2","","14","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-29","2021","01","29","","-11.2","","-23.0","","-17.1","","35.1","","0.0","","","","","","0.0","","20","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-30","2021","01","30","","-5.6","","-18.2","","-11.9","","29.9","","0.0","","","","","","0.0","","20","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-31","2021","01","31","","-9.2","","-19.2","","-14.2","","32.2","","0.0","","","","","","0.0","","21","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-01","2021","02","01","","-7.4","","-18.8","","-13.1","","31.1","","0.0","","","","","","0.0","","19","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-02","2021","02","02","","-10.0","","-16.4","","-13.2","","31.2","","0.0","","","","","","1.0","","19","","34","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-03","2021","02","03","","-16.2","","-22.6","","-19.4","","37.4","","0.0","","","","","","0.0","","21","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-04","2021","02","04","","-10.3","","-21.8","","-16.0","","34.0","","0.0","","","","","","0.9","","21","","33","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-05","2021","02","05","","-18.7","","-23.5","","-21.1","","39.1","","0.0","","","","","","0.9","","21","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-06","2021","02","06","","-21.4","","-28.3","","-24.8","","42.8","","0.0","","","","","","0.2","","22","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-07","2021","02","07","","-19.8","","-33.9","","-26.9","","44.9","","0.0","","","","","","0.2","","22","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-08","2021","02","08","","-24.0","","-31.6","","-27.8","","45.8","","0.0","","","","","","0.0","","22","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-09","2021","02","09","","-24.2","","-30.3","","-27.2","","45.2","","0.0","","","","","","0.0","","22","","30","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-10","2021","02","10","","-24.9","","-28.3","","-26.6","","44.6","","0.0","","","","","","0.0","","20","","31","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-11","2021","02","11","","-23.2","","-28.9","","-26.1","","44.1","","0.0","","","","","","0.0","","20","","32","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-12","2021","02","12","","-18.5","","-24.0","","-21.3","","39.3","","0.0","","","","","","0.4","","20","","30","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-13","2021","02","13","","-17.6","","-25.4","","-21.5","","39.5","","0.0","","","","","","0.2","","20","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-14","2021","02","14","","-17.8","","-25.6","","-21.7","","39.7","","0.0","","","","","","0.0","","20","","15","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-15","2021","02","15","","-16.9","","-24.4","","-20.6","","38.6","","0.0","","","","","","0.0","","19","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-16","2021","02","16","","-12.9","","-22.2","","-17.5","","35.5","","0.0","","","","","","0.0","","19","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-17","2021","02","17","","-5.9","","-23.1","","-14.5","","32.5","","0.0","","","","","","0.0","","18","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-18","2021","02","18","","-2.2","","-17.5","","-9.8","","27.8","","0.0","","","","","","0.0","","18","","19","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-19","2021","02","19","","3.7","","-10.7","","-3.5","","21.5","","0.0","","","","","","0.0","","19","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-20","2021","02","20","","5.6","","-7.4","","-0.9","","18.9","","0.0","","","","","","0.0","","18","","28","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-21","2021","02","21","","8.5","","-3.6","","2.4","","15.6","","0.0","","","","","","0.0","","18","","26","","47",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-22","2021","02","22","","6.4","","0.3","","3.3","","14.7","","0.0","","","","","","0.0","","16","","31","","47",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-23","2021","02","23","","3.5","","-3.5","","0.0","","18.0","","0.0","","","","","","0.0","","14","","29","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-24","2021","02","24","","3.1","","-6.1","","-1.5","","19.5","","0.0","","","","","","0.0","","13","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-25","2021","02","25","","7.1","","-5.5","","0.8","","17.2","","0.0","","","","","","0.0","","13","","31","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-26","2021","02","26","","-0.6","","-17.3","","-9.0","","27.0","","0.0","","","","","","0.7","","14","","3","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-27","2021","02","27","","-5.6","","-18.8","","-12.2","","30.2","","0.0","","","","","","0.2","","14","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-02-28","2021","02","28","","-4.4","","-8.5","","-6.4","","24.4","","0.0","","","","","","2.5","","14","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-01","2021","03","01","","7.7","","-6.8","","0.5","","17.5","","0.0","","","","","","0.0","","15","","32","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-02","2021","03","02","","4.9","","-6.2","","-0.6","","18.6","","0.0","","","","","","0.0","","14","","20","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-03","2021","03","03","","9.3","","-6.7","","1.3","","16.7","","0.0","","","","","","0.0","","14","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-04","2021","03","04","","7.8","","-5.0","","1.4","","16.6","","0.0","","","","","","0.0","","13","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-05","2021","03","05","","10.4","","-3.9","","3.3","","14.7","","0.0","","","","","","0.0","","11","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-06","2021","03","06","","8.9","","-1.7","","3.6","","14.4","","0.0","","","","","","0.0","","6","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-07","2021","03","07","","7.7","","-4.8","","1.4","","16.6","","0.0","","","","","","0.0","","5","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-08","2021","03","08","","1.8","","-3.6","","-0.9","","18.9","","0.0","","","","","","0.0","","3","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-09","2021","03","09","","6.7","","-3.5","","1.6","","16.4","","0.0","","","","","","0.0","","3","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-10","2021","03","10","","-1.2","","-10.4","","-5.8","","23.8","","0.0","","","","","","0.5","","","","35","","40",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-11","2021","03","11","","4.6","","-14.1","","-4.8","","22.8","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-12","2021","03","12","","9.5","","-3.3","","3.1","","14.9","","0.0","","","","","","0.0","","","","18","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-13","2021","03","13","","13.6","","-3.0","","5.3","","12.7","","0.0","","","","","","0.0","","","","18","","46",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-14","2021","03","14","","11.7","","3.9","","7.8","","10.2","","0.0","","","","","","0.0","","","","18","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-15","2021","03","15","","7.4","","-4.3","","1.5","","16.5","","0.0","","","","","","0.0","","","","34","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-16","2021","03","16","","10.1","","-5.4","","2.3","","15.7","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-17","2021","03","17","","12.6","","-3.7","","4.5","","13.5","","0.0","","","","","","0.0","","","","17","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-18","2021","03","18","","15.8","","-2.0","","6.9","","11.1","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-19","2021","03","19","","13.8","","0.5","","7.2","","10.8","","0.0","","","","","","0.0","","","","30","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-20","2021","03","20","","12.5","","-1.8","","5.4","","12.6","","0.0","","","","","","0.0","","","","36","","54",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-21","2021","03","21","","5.9","","-6.1","","-0.1","","18.1","","0.0","","","","","","0.0","","","","19","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-22","2021","03","22","","2.6","","-5.2","","-1.3","","19.3","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-23","2021","03","23","","7.7","","-8.8","","-0.6","","18.6","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-24","2021","03","24","","4.8","","-4.4","","0.2","","17.8","","0.0","","","","","","0.9","","","","1","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-25","2021","03","25","","-2.5","","-7.8","","-5.2","","23.2","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-26","2021","03","26","","4.3","","-6.1","","-0.9","","18.9","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-27","2021","03","27","","9.0","","-3.0","","3.0","","15.0","","0.0","","","","","","0.4","","","","18","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-28","2021","03","28","","12.3","","0.6","","6.5","","11.5","","0.0","","","","","","0.2","","","","32","","61",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-29","2021","03","29","","0.7","","-9.4","","-4.4","","22.4","","0.0","","","","","","0.2","","","","32","","65",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-30","2021","03","30","","4.6","","-10.5","","-3.0","","21.0","","0.0","","","","","","0.0","","","","30","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-03-31","2021","03","31","","13.6","","-0.7","","6.4","","11.6","","0.0","","","","","","0.0","","","","27","","34",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-01","2021","04","01","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-02","2021","04","02","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-03","2021","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-04","2021","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-05","2021","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-06","2021","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-07","2021","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-08","2021","04","08","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-09","2021","04","09","","13.1","","-2.0","","5.6","","12.4","","0.0","","","","","","0.0","","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-10","2021","04","10","","8.2","","-3.8","","2.2","","15.8","","0.0","","","","","","1.8","","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-11","2021","04","11","","3.1","","-4.7","","-0.8","","18.8","","0.0","","","","","","0.2","","8","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-12","2021","04","12","","5.8","","-5.1","","0.3","","17.7","","0.0","","","","","","0.0","","6","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-13","2021","04","13","","9.7","","-4.9","","2.4","","15.6","","0.0","","","","","","0.0","","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-14","2021","04","14","","16.2","","-0.7","","7.8","","10.2","","0.0","","","","","","0.0","","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-15","2021","04","15","","17.5","","-1.2","","8.2","","9.8","","0.0","","","","","","0.0","","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-16","2021","04","16","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-17","2021","04","17","","18.6","","3.1","","10.8","","7.2","","0.0","","","","","","0.4","","","","2","","60",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-18","2021","04","18","","7.1","","0.1","","3.6","","14.4","","0.0","","","","","","2.6","","0","","33","","38",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-19","2021","04","19","","10.4","","-3.7","","3.3","","14.7","","0.0","","","","","","0.0","","","","33","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-20","2021","04","20","","13.7","","-3.8","","5.0","","13.0","","0.0","","","","","","0.0","","","","16","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-21","2021","04","21","","20.8","","0.4","","10.6","","7.4","","0.0","","","","","","0.0","","","","32","","53",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-22","2021","04","22","","4.8","","-5.0","","-0.1","","18.1","","0.0","","","","","","0.0","","","","35","","53",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-23","2021","04","23","","5.3","","-6.1","","-0.4","","18.4","","0.0","","","","","","0.0","","","","35","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-24","2021","04","24","","8.9","","-5.8","","1.6","","16.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-25","2021","04","25","","10.0","","-5.1","","2.5","","15.5","","0.0","","","","","","0.0","","","","25","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-26","2021","04","26","","15.2","","-1.8","","6.7","","11.3","","0.0","","","","","","0.0","","","","24","","46",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-27","2021","04","27","","4.4","","-2.5","","1.0","","17.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-28","2021","04","28","","12.5","","-2.5","","5.0","","13.0","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-29","2021","04","29","","17.2","","2.2","","9.7","","8.3","","0.0","","","","","","0.0","","","","12","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-04-30","2021","04","30","","22.4","","6.0","","14.2","","3.8","","0.0","","","","","","0.0","","","","34","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-01","2021","05","01","","14.7","","5.8","","10.3","","7.7","","0.0","","","","","","0.0","","","","31","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-02","2021","05","02","","13.1","","0.8","","7.0","","11.0","","0.0","","","","","","0.0","","","","32","","36",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-03","2021","05","03","","13.7","","-2.9","","5.4","","12.6","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-04","2021","05","04","","14.3","","4.1","","9.2","","8.8","","0.0","","","","","","0.0","","","","30","","31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-05","2021","05","05","","17.3","","3.9","","10.6","","7.4","","0.0","","","","","","0.0","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-06","2021","05","06","","20.8","","6.4","","13.6","","4.4","","0.0","","","","","","0.0","","","","12","","54",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-07","2021","05","07","","15.3","","6.1","","10.7","","7.3","","0.0","","","","","","9.5","","","","15","","60",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-08","2021","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-09","2021","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-10","2021","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-11","2021","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-12","2021","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-13","2021","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-14","2021","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-15","2021","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-16","2021","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-17","2021","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-18","2021","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-19","2021","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-20","2021","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-21","2021","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-22","2021","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-23","2021","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-24","2021","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-25","2021","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-26","2021","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-27","2021","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-28","2021","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-29","2021","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-30","2021","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-05-31","2021","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-01","2021","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-02","2021","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-03","2021","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-04","2021","06","04","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-05","2021","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-06","2021","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-07","2021","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-08","2021","06","08","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-09","2021","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-06-10","2021","06","10","","","","","","","","","","","","","","","","","","","","","","",""
